,status,price,bed,bath,acre_lot,city,zip_code,house_size,prev_sold_date,Special_property,County,2023 General Hospital Facilities,2023 General Hospital Total Occupancy Rate,2023 General Hospital Average Stay in Days,2023 Nursing Home Facilities,"2023 Nursing Home Average Occupancy, Percent",2023 Child Care Learning Centers,"2023 Reported Violent Crime, Murder","2023 Reported Violent Crime, Rape","2023 Reported Violent Crime, Robbery","2023 Reported Violent Crime, Aggravated Assault",2023 Total Violent Crimes Reported,"2023 Reported Violent Crimes, Percent","2023 Reported Violent Crime Rate per 100,000 Population","2023 Reported Property Crime, Burglary","2023 Reported Property Crime, Larceny","2023 Reported Property Crime, Motor Vehicle Theft",2023 Total Property Crimes Reported,"2023 Reported Property Crimes, Percent","2023 Reported Property Crime Rate per 100,000 Population",2021 Total Index Crimes Reported,2023 Total Index Crimes Reported,2022 Average Number of Months Reported,2023 Average Number of Months Reported,2021-2023 Percent Change in Total Crimes Reported,"2023 Total Index Crime Rate per 100,000 Population",2023 Rank of Rate,"2022 Average Number of Establishments, All Industries","2022 Average Number of Establishments, Goods Producing Industries","2022 Average Number of Establishments, Agriculture, Forestry, Fishing and Hunting","2022 Average Number of Establishments, Construction","2022 Average Number of Establishments, Manufacturing","2022 Average Number of Establishments, Government","2022 Average Number of Establishments, Service Providing Industries","2022 Average Number of Establishments, Wholesale Trade Industries","2022 Average Number of Establishments, Retail Trade Industries","2022 Average Number of Establishments, Transportation and Warehousing Industries","2022 Average Number of Establishments, Finance and Insurance Industries","2022 Average Number of Establishments, Professional, Scientific, and Technical Services","2022 Average Number of Establishments, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Number of Establishments, Health Care and Social Assistance Industries","2022 Average Number of Establishments, Accommodation and Food Services Industries",2014 Unemployment Rate,2015 Unemployment Rate,2016 Unemployment Rate,2017 Unemployment Rate,2018 Unemployment Rate,2019 Unemployment Rate,2020 Unemployment Rate,2021 Unemployment Rate,2022 Unemployment Rate,2023 Unemployment Rate
5355,for_sale,225000,2,2,0.07,Marietta,30064,1064,4/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5356,for_sale,525000,4,3,0.88,Marietta,30064,3256,7/27/2017,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5357,for_sale,674900,3,3,0.15,Marietta,30064,2591,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5358,for_sale,439900,4,3,0.55,Marietta,30064,,4/8/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5359,for_sale,1100000,4,5,1.16,Marietta,30064,4690,4/30/1999,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5360,for_sale,460000,4,3,0.4,Marietta,30064,,6/30/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5361,for_sale,150000,,,0.5,Marietta,30064,,,TRUE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5362,for_sale,150000,,,0.5,Marietta,30064,,4/22/1986,TRUE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5363,for_sale,419900,2,1,0.26,Marietta,30064,1208,3/1/1994,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5364,for_sale,365000,4,2,0.44,Marietta,30064,1907,8/6/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5365,for_sale,265000,3,3,0.38,Marietta,30064,,4/28/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5366,for_sale,435000,5,3,0.37,Marietta,30064,3108,1/28/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5367,for_sale,220000,4,2,1.5,Marietta,30064,1304,9/11/2018,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5368,for_sale,340000,3,2,0.26,Marietta,30064,1457,6/11/2007,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5369,for_sale,281900,4,3,0.39,Marietta,30064,1657,4/22/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5370,for_sale,364000,3,2,0.75,Marietta,30064,2606,4/29/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5371,for_sale,950000,6,6,0.56,Marietta,30064,8117,11/27/2002,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5372,for_sale,401000,4,3,0.32,Marietta,30064,1898,6/5/2003,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5373,for_sale,775000,4,4,0.49,Marietta,30064,4521,8/27/2018,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5374,for_sale,209000,2,3,0.06,Marietta,30060,1216,4/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5375,for_sale,310000,3,3,0.28,Marietta,30060,2066,1/27/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5376,for_sale,230000,2,2,0.23,Marietta,30060,1572,5/22/2013,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5377,for_sale,182900,4,2,0.16,Marietta,30060,1332,4/22/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5378,for_sale,332000,3,3,0.18,Marietta,30060,1904,7/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5379,for_sale,396000,4,3,,Marietta,30060,2780,5/7/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5380,for_sale,283500,3,2,0.23,Marietta,30060,1040,2/11/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5381,for_sale,277000,2,2,0.28,Marietta,30060,1260,7/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5382,for_sale,277000,2,2,0.28,Marietta,30060,1260,12/13/2021,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5383,for_sale,45000,,,0.12,Marietta,30060,,,TRUE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5384,for_sale,274900,2,2,0.5,Marietta,30060,2055,4/12/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5385,for_sale,299000,3,1,0.12,Marietta,30060,1600,8/5/1980,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5386,for_sale,279000,3,2,0.18,Marietta,30060,,4/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5387,for_sale,430000,2,4,0.05,Marietta,30060,2602,7/15/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5388,for_sale,425000,3,3,0.04,Marietta,30060,,5/6/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5389,for_sale,264900,3,1,0.29,Marietta,30060,1185,4/14/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5390,for_sale,45000,,,0.12,Marietta,30060,,6/22/2022,TRUE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5391,for_sale,576000,4,4,,Marietta,30060,3080,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5392,for_sale,20000,,,0.1,Marietta,30060,,,TRUE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5393,for_sale,520000,3,3,,Marietta,30060,2700,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5394,for_sale,315000,3,2,0.19,Marietta,30060,1250,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5395,for_sale,349000,4,3,0.21,Marietta,30060,,4/22/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5396,for_sale,405000,3,3,0.04,Marietta,30060,,4/21/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5397,for_sale,596000,3,4,,Marietta,30060,2856,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5398,for_sale,535000,3,3,,Marietta,30060,2700,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5399,for_sale,349900,3,3,0.06,Marietta,30060,1634,5/12/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5400,for_sale,245000,3,2,0.28,Marietta,30060,,4/30/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5401,for_sale,596000,3,4,,Marietta,30060,2867,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5402,for_sale,535000,3,3,,Marietta,30060,2700,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5403,for_sale,344900,3,2,0.19,Marietta,30060,1131,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5404,for_sale,368000,5,3,0.22,Marietta,30060,1430,4/28/2022,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
5405,for_sale,550000,3,3,,Marietta,30060,2700,,FALSE,Cobb,3,79.60%,5.2,13,81.80%,203,28,213,217,"1,198","1,656",12.60%,213.3,"1,106","9,112","1,257","11,475",87.20%,"1,478.20","13,884","13,165",8.1,6.6,-5.20%,"1,696.00",109,"31,230","2,977",28,"2,162",779,267,"22,693","1,858","2,494",600,"1,539","4,592","1,981","2,666","2,047",5.90%,5.20%,4.70%,4.10%,3.50%,3.10%,5.90%,3.30%,2.70%,2.80%
