,status,price,bed,bath,acre_lot,city,zip_code,house_size,prev_sold_date,Special_property,County,2023 General Hospital Facilities,2023 General Hospital Total Occupancy Rate,2023 General Hospital Average Stay in Days,2023 Nursing Home Facilities,"2023 Nursing Home Average Occupancy, Percent",2023 Child Care Learning Centers,Unnamed: 0,"2023 Reported Violent Crime, Murder","2023 Reported Violent Crime, Rape","2023 Reported Violent Crime, Robbery","2023 Reported Violent Crime, Aggravated Assault",2023 Total Violent Crimes Reported,"2023 Reported Violent Crimes, Percent","2023 Reported Violent Crime Rate per 100,000 Population","2023 Reported Property Crime, Burglary","2023 Reported Property Crime, Larceny","2023 Reported Property Crime, Motor Vehicle Theft",2023 Total Property Crimes Reported,"2023 Reported Property Crimes, Percent","2023 Reported Property Crime Rate per 100,000 Population",2021 Total Index Crimes Reported,2023 Total Index Crimes Reported,2022 Average Number of Months Reported,2023 Average Number of Months Reported,2021-2023 Percent Change in Total Crimes Reported,"2023 Total Index Crime Rate per 100,000 Population",2023 Rank of Rate,"2022 Average Number of Establishments, All Industries","2022 Average Monthly Employment, All Industries","2022 Average Weekly Wages, All Industries, Dollars","2022 Average Number of Establishments, Goods Producing Industries","2022 Monthly Average Employment, Goods Producing Industries","2022 Monthly Average Employment, Goods Producing Industries.1","2022 Average Weekly Wages, Goods Producing Industries, Dollars","2022 Average Number of Establishments, Agriculture, Forestry, Fishing and Hunting","2022 Average Monthly Employment, Agriculture, Forestry, Fishing and Hunting","2022 Average Weekly Wages, Agriculture, Forestry, Fishing and Hunting, Dollars","2022 Average Number of Establishments, Construction","2022 Average Monthly Employment, Construction","2022 Average Weekly Wages, Construction, Dollars","2022 Average Number of Establishments, Manufacturing","2022 Average Monthly Employment, Manufacturing","2022 Average Weekly Wages, Manufacturing, Dollars","2022 Average Number of Establishments, Government","2022 Average Monthly Employment, Government","2022 Employment, Government, Percent of Total Industries","2022 Average Weekly Wages, Government, Dollars","2022 Average Number of Establishments, Service Providing Industries","2022 Average Monthly Employment, Service Providing Industries","2022 Employment, Service Providing Industries, Percent of Total Industries","2022 Average Weekly Wages, Service Providing Industries, Dollars","2022 Average Number of Establishments, Wholesale Trade Industries","2022 Average Monthly Employment, Wholesale Trade Industries","2022 Average Weekly Wages, Wholesale Trade Industries, Dollars","2022 Average Number of Establishments, Retail Trade Industries","2022 Average Monthly Employment, Retail Trade Industries","2022 Average Weekly Wages, Retail Trade Industries, Dollars","2022 Average Number of Establishments, Transportation and Warehousing Industries","2022 Average Monthly Employment, Transportation and Warehousing Industries","2022 Average Weekly Wages, Transportation and Warehousing Industries, Dollars","2022 Average Number of Establishments, Finance and Insurance Industries","2022 Average Monthly Employment, Finance and Insurance Industries","2022 Average Weekly Wages, Finance and Insurance Industries, Dollars","2022 Average Number of Establishments, Professional, Scientific, and Technical Services","2022 Average Monthly Employment, Professional, Scientific, and Technical Services","2022 Average Weekly Wages, Professional, Scientific, and Technical Services, Dollars","2022 Average Number of Establishments, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Monthly Employment, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Weekly Wages, Administrative, Support, Waste Management, and Remediation Industries, Dollars","2022 Average Number of Establishments, Health Care and Social Assistance Industries","2022 Average Monthly Employment, Health Care and Social Assistance Industries","2022 Average Weekly Wages, Health Care and Social Assistance Industries, Dollars","2022 Average Number of Establishments, Accommodation and Food Services Industries","2022 Average Monthly Employment, Accommodation and Food Services Industries","2022 Average Weekly Wages, Accommodation and Food Services Industries, Dollars"
21581,for_sale,99000.0,3.0,2.0,0.5,Soperton,30457.0,1188.0,4/8/2022,False,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21582,for_sale,175000.0,2.0,2.0,2.67,Uvalda,30473.0,1152.0,6/11/2019,False,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21583,for_sale,179900.0,3.0,2.0,0.61,Dublin,31021.0,1688.0,7/23/2021,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21584,for_sale,140000.0,,,35.0,Soperton,30457.0,,,True,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21585,for_sale,120000.0,,,40.0,Soperton,30457.0,,,True,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21586,for_sale,120000.0,,,40.0,Soperton,30457.0,,,True,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21587,for_sale,142500.0,,,38.0,Soperton,30457.0,,,True,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21588,for_sale,142500.0,,,38.0,Soperton,30457.0,,,True,Treutlen,0,-,-,1,91.00%,3,139,0.0,1,0,6,7,16.3%,110.0,11,22,3,36,83.7%,565.9,54,43,10.5,6.5,-20.4%,675.9,35,121,"1,030",$780,16,168,16.3%,"$1,139",7,49,$961,4,10,$871,5,109,"$1,237",17,359,34.9%,$766,76,498,48.3%,$672,6,49,"$1,310",21,182,$529,6,35,$523,9,*,*,5,11,"$1,498",2,*,*,13,100,$649,6,56,$253
21589,for_sale,225000.0,,,25.0,Uvalda,30473.0,,,True,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21590,for_sale,29816.0,,,4.17,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21591,for_sale,148000.0,4.0,2.0,0.19,Dublin,31021.0,2493.0,5/28/2019,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21592,for_sale,169900.0,3.0,2.0,0.41,Dublin,31021.0,2016.0,11/17/2021,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21593,for_sale,249500.0,2.0,3.0,0.05,Dublin,31021.0,2155.0,,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21594,for_sale,29900.0,2.0,2.0,0.13,Dublin,31021.0,1036.0,11/16/2021,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21595,for_sale,25000.0,,,3.29,Vidalia,30474.0,,,True,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21596,for_sale,245900.0,3.0,2.0,1.0,Dublin,31021.0,1850.0,11/1/2021,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21597,for_sale,209900.0,3.0,3.0,0.53,Dublin,31021.0,2225.0,11/27/2013,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21598,for_sale,419900.0,3.0,3.0,1.44,Vidalia,30474.0,2800.0,,False,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21599,for_sale,280000.0,3.0,4.0,0.06,Dublin,31021.0,2514.0,4/25/2022,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21600,for_sale,14000.0,,,1.07,Vidalia,30474.0,,,True,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21601,for_sale,426300.0,4.0,4.0,1.62,Dublin,31021.0,4739.0,7/12/2022,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21602,for_sale,298550.0,2.0,2.0,0.17,Dublin,31021.0,,,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21603,for_sale,110000.0,3.0,2.0,,Dublin,31021.0,1400.0,12/9/2021,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21604,for_sale,398250.0,3.0,3.0,11.0,Alamo,30411.0,1975.0,11/24/2014,False,Wheeler,0,-,-,1,76.80%,2,152,0.0,1,0,6,7,14.0%,96.3,11,28,4,43,86.0%,591.4,50,50,4.0,3.7,0.0%,687.7,36,92,"1,163",$797,25,233,20.0%,$999,18,127,"$1,094",6,*,*,1,*,*,13,295,25.4%,$663,50,634,54.5%,$784,2,*,*,15,73,$463,6,39,$827,2,*,*,1,*,*,6,312,$826,3,9,$756,3,*,*
21605,for_sale,165000.0,5.0,4.0,0.3,Dublin,31021.0,2992.0,5/2/2022,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21606,for_sale,249500.0,3.0,2.0,1.4,Dublin,31021.0,2765.0,,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21607,for_sale,279900.0,10.0,5.0,0.34,Dublin,31021.0,2880.0,,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21608,for_sale,259000.0,3.0,3.0,0.47,Dublin,31021.0,2708.0,4/29/2022,False,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21609,for_sale,220000.0,3.0,2.0,1.37,Vidalia,30474.0,2025.0,,False,Montgomery,0,-,-,0,-,2,102,0.0,0,1,10,11,19.3%,126.2,16,21,8,45,78.9%,516.5,7,57,3.3,3.7,714.3%,654.2,32,156,"1,436",$725,25,201,14.0%,$861,11,58,"$1,065",9,44,$832,5,99,$758,30,388,27.0%,$733,91,846,58.9%,$682,9,127,"$1,058",19,110,$521,10,77,$886,9,60,"$1,063",6,9,$834,7,65,$955,10,46,$818,11,157,$294
21610,for_sale,27500.0,,,1.31,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21611,for_sale,25000.0,,,0.52,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21612,for_sale,19000.0,,,0.71,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21613,for_sale,19000.0,,,0.6,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21614,for_sale,19000.0,,,0.82,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21615,for_sale,19000.0,,,0.56,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21616,for_sale,19000.0,,,0.62,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21617,for_sale,19000.0,,,0.57,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21618,for_sale,19000.0,,,0.5,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21619,for_sale,19000.0,,,0.71,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21620,for_sale,19000.0,,,0.68,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21621,for_sale,19000.0,,,0.57,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
21622,for_sale,19000.0,,,0.82,Dublin,31021.0,,,True,Laurens,1,55.30%,4.4,3,58.30%,21,86,1.0,10,4,76,91,19.9%,182.7,70,249,45,364,79.5%,730.7,548,458,4.0,4.0,-16.4%,919.4,58,"1,297","18,763",$900,170,"3,001",16.0%,"$1,123",14,75,$843,98,774,"$1,047",56,"2,076","$1,160",76,"4,770",25.4%,"$1,129",955,"10,953",58.4%,$739,41,210,"$1,063",226,"2,993",$623,30,337,$979,57,332,"$1,396",67,425,"$1,248",67,"1,104",$752,176,"2,596",$869,121,"1,848",$344
